date,reading_time,bin_id,zone,fill_pct,volume_actual_m3,volume_nominal_m3,weight_estimated_kg,sensor_status,temperature_c,humidity_pct,day_of_week,is_holiday,lat,lng
2024-01-01,07:00:00,BIN-056,Ettadhamen,26.5,0.1746,0.66,52.4,OK,36.5,75.3,Monday,False,36.829212,10.139314
2024-01-01,07:00:00,BIN-057,Ettadhamen,40.7,0.2685,0.66,80.6,OK,27.2,83.4,Monday,False,36.843749,10.131195
2024-01-01,07:00:00,BIN-058,Ettadhamen,33.1,0.2188,0.66,65.6,OK,37.7,73.3,Monday,False,36.837205,10.137884
2024-01-01,07:00:00,BIN-059,Ettadhamen,29.8,0.1966,0.66,59.0,OK,24.6,62.3,Monday,False,36.839521,10.136079
2024-01-01,07:00:00,BIN-060,Ettadhamen,41.7,0.1001,0.24,30.0,OK,31.2,73.4,Monday,False,36.851793,10.122954
2024-01-01,07:00:00,BIN-061,Ettadhamen,34.8,0.0835,0.24,25.1,OK,37.5,84.3,Monday,False,36.843657,10.129888
2024-01-01,07:00:00,BIN-062,Ettadhamen,35.4,0.3894,1.1,116.8,OK,11.3,77.7,Monday,False,36.851584,10.123547
2024-01-01,07:00:00,BIN-063,Ettadhamen,41.9,0.2768,0.66,83.0,OK,31.7,62.4,Monday,False,36.846758,10.1429
2024-01-01,07:00:00,BIN-064,Ettadhamen,27.5,0.1814,0.66,54.4,OK,11.8,53.2,Monday,False,36.829138,10.127505
2024-01-01,07:00:00,BIN-065,Ettadhamen,32.0,0.0768,0.24,23.0,OK,21.4,49.9,Monday,False,36.844592,10.127684
2024-01-01,07:00:00,BIN-066,Ettadhamen,29.1,0.1918,0.66,57.5,OK,14.6,63.8,Monday,False,36.833338,10.127108
2024-01-01,07:00:00,BIN-067,Ettadhamen,32.5,0.0779,0.24,23.4,OK,27.8,46.6,Monday,False,36.843093,10.14288
2024-01-01,07:00:00,BIN-068,Ettadhamen,36.0,0.0864,0.24,25.9,OK,38.0,76.6,Monday,False,36.850296,10.121297
2024-01-01,07:00:00,BIN-069,Ettadhamen,30.2,0.0725,0.24,21.8,OK,29.4,54.4,Monday,False,36.847507,10.132667
2024-01-01,07:00:00,BIN-070,Ettadhamen,34.8,0.0835,0.24,25.1,OK,12.5,36.9,Monday,False,36.839447,10.117477
2024-01-01,07:00:00,BIN-071,Ettadhamen,39.4,0.4338,1.1,130.1,OK,29.4,50.9,Monday,False,36.851306,10.137225
2024-01-01,07:00:00,BIN-072,Ettadhamen,29.2,0.0701,0.24,21.0,OK,23.2,53.7,Monday,False,36.845228,10.118891
2024-01-01,07:00:00,BIN-073,Ettadhamen,38.5,0.254,0.66,76.2,OK,27.6,78.3,Monday,False,36.835414,10.144949
2024-01-01,07:00:00,BIN-074,Ettadhamen,25.9,0.0622,0.24,18.7,OK,20.9,78.8,Monday,False,36.841676,10.138171
2024-01-01,07:00:00,BIN-075,Ettadhamen,36.9,0.4055,1.1,121.7,OK,20.0,70.1,Monday,False,36.851541,10.127608
2024-01-01,07:00:00,BIN-076,La Marsa,24.4,0.2681,1.1,80.4,OK,15.6,82.4,Monday,False,36.890032,10.320734
2024-01-01,07:00:00,BIN-077,La Marsa,22.9,0.2524,1.1,75.7,OK,10.7,34.7,Monday,False,36.877343,10.313298
2024-01-01,07:00:00,BIN-078,La Marsa,21.6,0.1429,0.66,42.9,OK,19.2,37.2,Monday,False,36.8806,10.314902
2024-01-01,07:00:00,BIN-079,La Marsa,27.8,0.0668,0.24,20.0,OK,24.9,66.9,Monday,False,36.886695,10.311736
2024-01-01,07:00:00,BIN-080,La Marsa,22.2,0.0532,0.24,16.0,OK,36.2,53.3,Monday,False,36.873904,10.337169
2024-01-01,07:00:00,BIN-081,La Marsa,24.6,0.2705,1.1,81.2,OK,16.6,47.2,Monday,False,36.880708,10.332068
2024-01-01,07:00:00,BIN-082,La Marsa,22.4,0.1479,0.66,44.4,OK,12.6,56.5,Monday,False,36.872275,10.332703
2024-01-01,07:00:00,BIN-083,La Marsa,27.9,0.3066,1.1,92.0,OK,24.7,36.3,Monday,False,36.882259,10.320862
2024-01-01,07:00:00,BIN-084,La Marsa,30.3,0.0727,0.24,21.8,OK,20.9,60.9,Monday,False,36.884771,10.32097
2024-01-01,07:00:00,BIN-085,La Marsa,21.3,0.1403,0.66,42.1,OK,28.2,60.6,Monday,False,36.876983,10.313624
2024-01-01,07:00:00,BIN-086,La Marsa,19.1,0.0458,0.24,13.7,OK,28.8,31.6,Monday,False,36.870295,10.331471
2024-01-01,07:00:00,BIN-087,La Marsa,23.5,0.1548,0.66,46.4,OK,35.6,49.3,Monday,False,36.891,10.323173
2024-01-01,07:00:00,BIN-088,La Marsa,25.5,0.0612,0.24,18.4,OK,27.7,33.8,Monday,False,36.877512,10.315526
2024-01-01,07:00:00,BIN-089,La Marsa,28.4,0.0682,0.24,20.5,OK,10.8,59.2,Monday,False,36.870128,10.313384
2024-01-01,07:00:00,BIN-090,La Marsa,30.5,0.0731,0.24,21.9,OK,12.7,47.1,Monday,False,36.874857,10.333056
2024-01-01,07:00:00,BIN-091,La Marsa,21.7,0.2386,1.1,71.6,OK,25.9,78.6,Monday,False,36.884106,10.330856
2024-01-01,07:00:00,BIN-092,La Marsa,21.2,0.0508,0.24,15.2,OK,9.5,34.5,Monday,False,36.886686,10.3154
2024-01-01,07:00:00,BIN-093,La Marsa,24.7,0.1633,0.66,49.0,OK,26.2,52.8,Monday,False,36.875943,10.330306
2024-01-01,07:00:00,BIN-094,La Marsa,23.4,0.1541,0.66,46.2,OK,18.4,36.1,Monday,False,36.874061,10.333091
2024-01-01,07:00:00,BIN-095,La Marsa,17.3,0.114,0.66,34.2,OK,23.8,47.0,Monday,False,36.881593,10.30707
2024-01-01,07:00:00,BIN-096,La Marsa,24.0,0.1582,0.66,47.5,OK,9.6,41.2,Monday,False,36.87568,10.336456
2024-01-01,07:00:00,BIN-097,La Marsa,21.4,0.0514,0.24,15.4,OK,30.9,45.9,Monday,False,36.875013,10.315917
2024-01-01,07:00:00,BIN-098,La Marsa,23.7,0.1566,0.66,47.0,OK,20.9,37.1,Monday,False,36.878302,10.334639
2024-01-01,07:00:00,BIN-099,La Marsa,21.8,0.0522,0.24,15.7,OK,24.8,66.7,Monday,False,36.868789,10.329865
2024-01-01,07:00:00,BIN-100,La Marsa,19.6,0.1292,0.66,38.8,OK,30.3,54.0,Monday,False,36.871329,10.323295
2024-01-01,07:00:00,BIN-101,El Menzah,25.7,0.1697,0.66,50.9,OK,17.4,53.6,Monday,False,36.851123,10.192226
2024-01-01,07:00:00,BIN-102,El Menzah,28.7,0.3162,1.1,94.9,OK,16.7,52.3,Monday,False,36.84016,10.202785
2024-01-01,07:00:00,BIN-103,El Menzah,18.6,0.1228,0.66,36.8,OK,36.4,55.3,Monday,False,36.856163,10.208555
2024-01-01,07:00:00,BIN-104,El Menzah,26.6,0.0639,0.24,19.2,OK,21.1,35.8,Monday,False,36.845181,10.213383
2024-01-01,07:00:00,BIN-105,El Menzah,35.9,0.0861,0.24,25.8,OK,10.4,77.9,Monday,False,36.838471,10.207144
2024-01-01,07:00:00,BIN-106,El Menzah,28.8,0.1901,0.66,57.0,OK,31.4,34.2,Monday,False,36.855844,10.191339
2024-01-01,07:00:00,BIN-107,El Menzah,27.9,0.1843,0.66,55.3,OK,13.8,72.7,Monday,False,36.850968,10.187867
2024-01-01,07:00:00,BIN-108,El Menzah,24.4,0.0585,0.24,17.6,OK,27.4,38.1,Monday,False,36.856384,10.204223
2024-01-01,07:00:00,BIN-109,El Menzah,19.6,0.0469,0.24,14.1,OK,13.2,38.4,Monday,False,36.85459,10.20318
2024-01-01,07:00:00,BIN-110,El Menzah,23.2,0.0556,0.24,16.7,OK,36.5,64.5,Monday,False,36.851955,10.210599
2024-01-01,07:00:00,BIN-111,El Menzah,23.1,0.0554,0.24,16.6,OK,25.4,67.5,Monday,False,36.861401,10.205877
2024-01-01,07:00:00,BIN-112,El Menzah,21.2,0.2336,1.1,70.1,OK,37.6,47.8,Monday,False,36.851781,10.199215
2024-01-01,07:00:00,BIN-113,El Menzah,26.9,0.0645,0.24,19.4,OK,21.2,55.8,Monday,False,36.837016,10.202363
2024-01-01,07:00:00,BIN-114,El Menzah,20.6,0.1361,0.66,40.8,OK,25.7,49.4,Monday,False,36.83875,10.196557
2024-01-01,07:00:00,BIN-115,El Menzah,22.4,0.0537,0.24,16.1,OK,9.1,50.3,Monday,False,36.851704,10.210944
2024-01-01,07:00:00,BIN-116,El Menzah,21.6,0.0518,0.24,15.5,OK,37.3,35.0,Monday,False,36.8463,10.190309
2024-01-01,07:00:00,BIN-117,El Menzah,21.7,0.2391,1.1,71.7,OK,25.4,82.5,Monday,False,36.859804,10.198509
2024-01-01,07:00:00,BIN-118,El Menzah,31.0,0.0744,0.24,22.3,OK,35.3,61.4,Monday,False,36.847965,10.19582
2024-01-01,07:00:00,BIN-119,El Menzah,18.1,0.0435,0.24,13.0,OK,23.0,82.7,Monday,False,36.857909,10.203231
2024-01-01,07:00:00,BIN-120,El Menzah,24.1,0.1593,0.66,47.8,OK,33.1,84.0,Monday,False,36.850587,10.189628
2024-01-01,07:00:00,BIN-121,El Menzah,19.8,0.1308,0.66,39.2,OK,9.2,68.9,Monday,False,36.854713,10.190028
2024-01-01,07:00:00,BIN-122,El Menzah,28.6,0.3143,1.1,94.3,OK,26.3,50.0,Monday,False,36.850571,10.204366
2024-01-01,07:00:00,BIN-123,El Menzah,20.7,0.0497,0.24,14.9,OK,31.2,67.3,Monday,False,36.855734,10.197652
2024-01-01,07:00:00,BIN-124,El Menzah,18.9,0.1245,0.66,37.4,OK,18.0,48.1,Monday,False,36.857758,10.209845
2024-01-01,07:00:00,BIN-125,El Menzah,28.9,0.0693,0.24,20.8,OK,15.6,76.8,Monday,False,36.846305,10.18595
2024-01-01,07:00:00,BIN-126,Raoued,17.0,0.0408,0.24,12.2,OK,12.5,34.5,Monday,False,36.887646,10.095392
2024-01-01,07:00:00,BIN-127,Raoued,20.9,0.1379,0.66,41.4,OK,17.3,66.1,Monday,False,36.878535,10.102273
2024-01-01,07:00:00,BIN-128,Raoued,11.5,0.0761,0.66,22.8,OK,29.3,34.7,Monday,False,36.895616,10.107295
2024-01-01,07:00:00,BIN-129,Raoued,14.2,0.1565,1.1,47.0,OK,17.9,37.0,Monday,False,36.899525,10.118872
2024-01-01,07:00:00,BIN-130,Raoued,18.0,0.0432,0.24,13.0,OK,37.9,80.2,Monday,False,36.892911,10.097822
2024-01-01,07:00:00,BIN-131,Raoued,11.9,0.0784,0.66,23.5,OK,23.3,31.0,Monday,False,36.888127,10.106231
2024-01-01,07:00:00,BIN-132,Raoued,6.6,0.0723,1.1,21.7,OK,18.3,72.1,Monday,False,36.891927,10.105068
2024-01-01,07:00:00,BIN-133,Raoued,9.5,0.0627,0.66,18.8,OK,12.6,46.3,Monday,False,36.887637,10.099249
2024-01-01,07:00:00,BIN-134,Raoued,13.2,0.0873,0.66,26.2,OK,24.2,70.6,Monday,False,36.880329,10.099215
2024-01-01,07:00:00,BIN-135,Raoued,14.4,0.0345,0.24,10.4,OK,34.3,64.0,Monday,False,36.894765,10.098439
2024-01-01,07:00:00,BIN-136,Raoued,12.4,0.0818,0.66,24.5,OK,13.4,68.1,Monday,False,36.88836,10.121158
2024-01-01,07:00:00,BIN-137,Raoued,16.4,0.0395,0.24,11.8,OK,29.6,32.4,Monday,False,36.886146,10.101467
2024-01-01,07:00:00,BIN-138,Raoued,14.2,0.034,0.24,10.2,OK,37.1,63.6,Monday,False,36.881975,10.110787
2024-01-01,07:00:00,BIN-139,Raoued,13.7,0.0329,0.24,9.9,OK,15.0,43.2,Monday,False,36.887855,10.101534
2024-01-01,07:00:00,BIN-140,Raoued,14.8,0.0979,0.66,29.4,OK,35.1,40.7,Monday,False,36.890468,10.120756
2024-01-01,07:00:00,BIN-141,Raoued,17.2,0.0412,0.24,12.4,OK,21.2,72.3,Monday,False,36.878727,10.112133
2024-01-01,07:00:00,BIN-142,Raoued,13.7,0.0329,0.24,9.9,OK,20.6,38.9,Monday,False,36.887642,10.120332
2024-01-01,07:00:00,BIN-143,Raoued,10.6,0.0253,0.24,7.6,OK,34.2,32.9,Monday,False,36.883163,10.119216
2024-01-01,07:00:00,BIN-144,Raoued,16.0,0.0384,0.24,11.5,OK,36.0,69.1,Monday,False,36.884493,10.122379
2024-01-01,07:00:00,BIN-145,Raoued,13.1,0.0313,0.24,9.4,OK,10.5,38.8,Monday,False,36.894306,10.115098
2024-01-01,07:00:00,BIN-146,Sidi Thabet,12.6,0.0302,0.24,9.1,OK,32.9,35.0,Monday,False,36.922491,10.057219
2024-01-01,07:00:00,BIN-147,Sidi Thabet,17.5,0.042,0.24,12.6,OK,34.5,81.2,Monday,False,36.929683,10.048207
2024-01-01,07:00:00,BIN-148,Sidi Thabet,12.6,0.0303,0.24,9.1,OK,19.2,51.2,Monday,False,36.917674,10.059729
2024-01-01,07:00:00,BIN-149,Sidi Thabet,15.4,0.0369,0.24,11.1,OK,17.6,35.4,Monday,False,36.922018,10.052575
2024-01-01,07:00:00,BIN-150,Sidi Thabet,18.1,0.1195,0.66,35.9,OK,12.4,32.1,Monday,False,36.930134,10.045355
2024-01-01,07:00:00,BIN-151,Sidi Thabet,13.0,0.0311,0.24,9.3,OK,32.9,71.7,Monday,False,36.911726,10.044803
2024-01-01,07:00:00,BIN-152,Sidi Thabet,17.2,0.0413,0.24,12.4,OK,35.2,31.0,Monday,False,36.919805,10.065689
2024-01-01,07:00:00,BIN-153,Sidi Thabet,14.0,0.0922,0.66,27.7,OK,36.2,63.5,Monday,False,36.909749,10.050666
2024-01-01,07:00:00,BIN-154,Sidi Thabet,14.2,0.034,0.24,10.2,OK,15.1,36.7,Monday,False,36.924934,10.034733
2024-01-01,07:00:00,BIN-155,Sidi Thabet,13.8,0.0913,0.66,27.4,OK,26.7,33.5,Monday,False,36.911856,10.046109
2024-01-01,07:00:00,BIN-156,Sidi Thabet,18.5,0.2037,1.1,61.1,OK,24.1,64.8,Monday,False,36.92134,10.039711
2024-01-01,07:00:00,BIN-157,Sidi Thabet,18.3,0.1205,0.66,36.1,OK,16.7,30.1,Monday,False,36.927453,10.049415
2024-01-01,07:00:00,BIN-158,Sidi Thabet,15.8,0.1046,0.66,31.4,OK,13.6,66.8,Monday,False,36.929581,10.058619
2024-01-01,07:00:00,BIN-159,Sidi Thabet,14.5,0.096,0.66,28.8,OK,36.6,59.9,Monday,False,36.925776,10.054042
2024-01-01,07:00:00,BIN-160,Sidi Thabet,15.4,0.037,0.24,11.1,OK,8.6,78.0,Monday,False,36.910583,10.05763
2024-01-01,07:00:00,BIN-161,Kalaat Landlous,15.0,0.1655,1.1,49.7,OK,19.2,71.1,Monday,False,36.948296,10.028735
2024-01-01,07:00:00,BIN-162,Kalaat Landlous,19.3,0.1272,0.66,38.2,OK,15.2,66.1,Monday,False,36.950723,10.02865
2024-01-01,07:00:00,BIN-163,Kalaat Landlous,8.3,0.02,0.24,6.0,OK,30.7,37.3,Monday,False,36.951997,10.012906
2024-01-01,07:00:00,BIN-164,Kalaat Landlous,18.0,0.0431,0.24,12.9,OK,27.3,75.7,Monday,False,36.95413,10.027018
2024-01-01,07:00:00,BIN-165,Kalaat Landlous,17.8,0.1172,0.66,35.2,OK,22.4,40.0,Monday,False,36.952759,10.007421
2024-01-01,07:00:00,BIN-166,Kalaat Landlous,10.7,0.0706,0.66,21.2,OK,36.3,32.0,Monday,False,36.957962,10.029882
2024-01-01,07:00:00,BIN-167,Kalaat Landlous,11.7,0.077,0.66,23.1,OK,34.6,47.4,Monday,False,36.94134,10.017219
2024-01-01,07:00:00,BIN-168,Kalaat Landlous,14.8,0.0355,0.24,10.6,OK,32.5,56.0,Monday,False,36.947032,10.027602
2024-01-01,07:00:00,BIN-169,Kalaat Landlous,11.1,0.073,0.66,21.9,OK,16.6,77.4,Monday,False,36.948338,10.018732
2024-01-01,07:00:00,BIN-170,Kalaat Landlous,12.0,0.0288,0.24,8.6,OK,16.2,74.0,Monday,False,36.961378,10.023678
2024-01-01,07:00:00,BIN-171,El Aouina,21.9,0.1445,0.66,43.3,OK,21.2,82.6,Monday,False,36.839975,10.21638
2024-01-01,07:00:00,BIN-172,El Aouina,21.9,0.0525,0.24,15.8,OK,28.8,50.2,Monday,False,36.84409,10.217764
2024-01-01,07:00:00,BIN-173,El Aouina,23.8,0.057,0.24,17.1,OK,10.5,53.3,Monday,False,36.83929,10.224137
2024-01-01,07:00:00,BIN-174,El Aouina,15.4,0.1018,0.66,30.5,OK,13.4,46.2,Monday,False,36.830536,10.210887
2024-01-01,07:00:00,BIN-175,El Aouina,19.8,0.0474,0.24,14.2,OK,16.9,54.5,Monday,False,36.840776,10.224458
2024-01-01,07:00:00,BIN-176,El Aouina,29.1,0.0699,0.24,21.0,OK,21.3,54.6,Monday,False,36.843112,10.208491
2024-01-01,07:00:00,BIN-177,El Aouina,25.5,0.0613,0.24,18.4,OK,26.4,53.9,Monday,False,36.829995,10.223792
2024-01-01,07:00:00,BIN-178,El Aouina,20.7,0.0496,0.24,14.9,OK,9.7,66.9,Monday,False,36.826691,10.209565
2024-01-01,07:00:00,BIN-179,El Aouina,22.1,0.1459,0.66,43.8,OK,30.5,38.8,Monday,False,36.843037,10.215094
2024-01-01,07:00:00,BIN-180,El Aouina,20.2,0.0484,0.24,14.5,OK,28.3,54.1,Monday,False,36.845395,10.217788
2024-01-02,07:00:00,BIN-001,Ariana Centre,36.7,0.0881,0.24,26.4,OK,27.4,49.9,Tuesday,False,36.860632,10.157948
2024-01-02,07:00:00,BIN-002,Ariana Centre,33.7,0.3706,1.1,111.2,OK,12.6,54.7,Tuesday,False,36.861056,10.146156
2024-01-02,07:00:00,BIN-003,Ariana Centre,32.2,0.0773,0.24,23.2,OK,10.3,37.6,Tuesday,False,36.859942,10.161374
2024-01-02,07:00:00,BIN-004,Ariana Centre,31.9,0.2105,0.66,63.1,OK,16.4,82.8,Tuesday,False,36.867942,10.16125
2024-01-02,07:00:00,BIN-005,Ariana Centre,28.1,0.1854,0.66,55.6,OK,23.5,80.2,Tuesday,False,36.863916,10.172743
2024-01-02,07:00:00,BIN-006,Ariana Centre,31.9,0.0766,0.24,23.0,OK,29.1,41.8,Tuesday,False,36.859477,10.150666
2024-01-02,07:00:00,BIN-007,Ariana Centre,39.6,0.095,0.24,28.5,OK,38.0,41.0,Tuesday,False,36.86867,10.166236
2024-01-02,07:00:00,BIN-008,Ariana Centre,35.3,0.0848,0.24,25.4,OK,13.2,69.2,Tuesday,False,36.861743,10.163506
2024-01-02,07:00:00,BIN-009,Ariana Centre,36.5,0.2407,0.66,72.2,OK,37.0,84.3,Tuesday,False,36.868438,10.164345
2024-01-02,07:00:00,BIN-010,Ariana Centre,36.9,0.2438,0.66,73.1,OK,24.5,46.0,Tuesday,False,36.863264,10.164165
2024-01-02,07:00:00,BIN-011,Ariana Centre,26.3,0.2891,1.1,86.7,OK,29.3,68.5,Tuesday,False,36.874444,10.158552
2024-01-02,07:00:00,BIN-012,Ariana Centre,21.8,0.0523,0.24,15.7,OK,14.7,84.2,Tuesday,False,36.850183,10.164451
2024-01-02,07:00:00,BIN-013,Ariana Centre,30.3,0.1998,0.66,59.9,OK,22.8,49.8,Tuesday,False,36.856557,10.147593
2024-01-02,07:00:00,BIN-014,Ariana Centre,38.5,0.0924,0.24,27.7,OK,37.5,37.1,Tuesday,False,36.855468,10.150742
2024-01-02,07:00:00,BIN-015,Ariana Centre,34.1,0.2252,0.66,67.6,OK,19.9,69.4,Tuesday,False,36.860375,10.17612
2024-01-02,07:00:00,BIN-016,Ariana Centre,29.9,0.0717,0.24,21.5,OK,20.3,61.6,Tuesday,False,36.85667,10.173221
